credit,default,AGE,MARRIAGE,EDUCATION_graduate school,PAY_2,BILL_AMT5,PAY_AMT6
30000,1,26,2,0,0,28762,51000
70000,0,26,2,1,0,68427,3599
140000,0,27,2,1,-2,0,0
300000,0,30,2,0,-1,6877,2795
80000,0,26,2,0,-2,0,0
340000,0,27,2,0,0,22474,30059
310000,0,27,2,1,0,93929,3980
110000,1,27,2,0,2,46285,1200
130000,0,27,2,1,0,15903,1000
280000,0,29,2,0,-2,3707,10482
100000,0,29,2,1,2,390,1320
150000,0,29,2,1,0,51510,2000
130000,0,26,1,0,0,127159,5000
250000,0,27,1,1,0,41211,10041
200000,0,28,2,1,0,17279,4000
110000,0,28,2,0,2,82585,2800
160000,0,27,3,0,0,14490,10312
80000,1,27,1,0,0,4950,26028
220000,0,27,2,1,0,3679,5000
20000,0,27,2,0,0,6110,2000
160000,0,26,2,0,2,398,0
170000,0,26,2,1,-1,4239,4146
360000,0,26,2,0,0,70406,2800
50000,0,26,1,0,0,-1166,697
100000,0,27,2,1,0,59475,4000
150000,0,29,2,1,0,147946,5480
150000,0,29,1,0,-1,80987,3187
100000,0,29,2,1,0,56436,18000
200000,0,29,2,1,-1,6481,0
300000,0,27,2,0,0,3012,0
130000,0,28,2,0,-1,1039,167
150000,0,28,1,0,0,106583,4200
110000,0,28,2,1,0,28377,1081
340000,0,28,1,0,-1,30272,86069
60000,0,25,2,1,0,27298,4000
90000,0,23,2,0,0,29836,21615
230000,0,29,1,0,2,115743,4110
200000,0,29,2,1,-1,4896,8424
310000,0,28,2,1,-1,9917,116
150000,0,29,1,0,0,64758,30000
390000,0,29,1,0,-2,2070,3100
210000,1,29,2,1,-2,0,0
290000,0,27,2,1,2,267412,9701
180000,0,26,1,0,0,2655,13365
140000,1,26,2,1,0,101731,0
10000,0,26,1,0,2,5951,400
80000,0,27,2,1,0,41598,3000
50000,1,27,2,1,2,300,0
110000,0,28,2,1,0,47942,2510
180000,1,29,2,1,-2,0,0
230000,0,27,1,0,0,10888,2004
80000,0,27,2,1,3,2946,816
50000,0,27,1,1,2,31519,13385
220000,0,28,2,1,0,194885,3825
30000,1,28,2,1,2,24972,3300
200000,0,26,2,1,0,-1528,204395
130000,0,26,1,0,0,46822,1853
360000,0,26,2,1,2,0,0
140000,0,27,2,1,0,35687,5000
130000,0,27,2,1,-2,0,0
150000,0,28,2,1,-2,0,0
20000,1,28,1,0,2,19229,687
130000,0,28,2,0,0,11226,418
190000,0,29,2,1,0,32719,1300
140000,1,25,2,1,0,40003,5000
180000,0,25,2,0,0,142015,5300
180000,0,28,2,1,-1,3241,3506
50000,0,28,2,0,0,27184,1025
80000,0,27,1,0,-1,2862,0
120000,1,27,2,0,1,0,0
420000,0,28,2,0,0,78049,3000
90000,0,27,1,0,-1,3486,0
70000,0,27,2,1,0,16345,8000
200000,0,27,2,0,0,0,0
240000,0,28,2,1,0,2020,4000
360000,0,28,2,1,-1,1017,359
180000,0,28,2,1,0,7180,550
160000,0,27,2,1,-1,165,2349
20000,0,29,2,0,0,13990,0
30000,0,28,2,0,0,24767,2000
230000,0,28,2,1,0,36306,3000
240000,0,29,2,1,-1,15296,15000
200000,1,27,2,1,0,174748,13000
280000,0,28,2,0,-2,0,0
340000,0,29,1,0,0,50813,5000
50000,0,25,2,1,0,31003,2000
200000,1,26,1,0,0,137272,4200
140000,0,27,1,0,-1,804,700
160000,0,29,2,1,-1,5607,0
50000,0,26,2,1,2,31022,1160
20000,1,28,2,1,2,19143,0
170000,0,29,1,0,-2,-1169,0
140000,0,27,2,0,-1,6580,780
150000,0,29,1,1,-1,0,685
70000,0,25,2,0,2,70930,0
50000,1,28,2,0,0,30284,1500
80000,0,28,1,0,0,28718,2001
360000,0,29,1,0,-2,0,0
360000,0,27,2,1,-2,0,0
130000,0,27,2,1,0,367,1200
120000,0,28,2,1,-1,-170,1335
110000,0,28,2,0,0,86045,7000
230000,0,28,2,0,0,2553,3053
110000,1,29,2,0,0,8682,0
200000,0,28,2,1,-1,510,5822
60000,0,28,1,1,-1,1458,1931
310000,0,28,2,0,0,109647,10000
160000,0,27,2,0,-1,1280,0
180000,0,27,1,1,0,164873,6135
170000,0,30,1,1,-1,1861,334
240000,0,29,2,1,-1,1102,5200
160000,0,28,2,1,-1,0,0
200000,0,28,2,1,-2,4112,3428
60000,0,28,2,0,0,28670,1153
100000,0,28,1,0,0,78126,2300
60000,1,28,2,1,0,11427,11540
50000,0,31,2,1,0,0,0
120000,0,29,2,0,0,100380,4100
250000,0,30,2,1,0,26339,9655
180000,1,30,1,1,-1,2052,1443
210000,0,30,1,0,0,42093,2000
360000,0,30,1,0,0,-2377,3000
210000,0,26,2,1,0,147832,7000
110000,0,29,1,0,0,3161,30000
270000,0,29,2,0,-1,170268,58354
50000,0,29,2,1,0,9390,3000
220000,0,29,1,0,0,115256,3314
80000,0,30,2,0,-1,8362,4000
180000,0,31,2,1,-2,4775,0
400000,0,31,1,1,-1,325,325
230000,0,30,1,0,0,174259,6500
90000,0,31,2,0,-2,0,0
30000,1,29,1,0,2,28300,0
150000,0,29,2,1,0,98836,3818
230000,0,29,2,1,-1,711,1131
510000,0,30,2,1,-1,117475,4550
20000,1,30,2,0,2,19786,1000
150000,0,27,2,1,0,60942,10000
110000,0,24,2,0,0,13267,0
250000,0,25,1,0,0,20610,1000
240000,0,29,3,1,-2,0,0
150000,0,28,2,1,-1,0,0
420000,0,29,2,0,0,301438,15000
170000,0,30,2,0,0,24606,2000
220000,0,28,2,1,0,7216,4757
160000,0,28,2,0,-2,2258,5543
150000,0,28,1,0,-1,7549,0
150000,1,29,2,0,2,1745,1000
140000,1,27,1,0,-2,2226,656
240000,0,27,2,0,-1,19771,8756
20000,1,28,2,0,0,6894,8103
30000,1,29,2,0,0,0,0
80000,0,29,1,0,0,49067,2000
400000,0,29,2,1,-1,41627,4134
150000,0,27,2,0,0,69310,10000
180000,0,32,1,0,0,62960,5495
360000,0,32,1,0,0,188389,7000
160000,1,30,1,1,-1,6087,9425
80000,0,30,2,0,0,53876,2000
240000,0,32,1,0,-2,0,0
50000,1,33,1,0,0,28479,1300
50000,0,34,1,0,-1,40140,59901
50000,1,29,1,0,0,8824,329
200000,0,30,1,0,-2,7637,0
50000,0,29,2,1,0,19400,1000
140000,0,30,2,1,0,85281,3000
310000,0,29,2,1,-1,771,1436
430000,0,30,2,0,0,236975,8000
100000,0,30,2,1,0,75688,2901
500000,0,29,2,1,0,12149,20016
200000,1,29,2,0,0,134995,4935
140000,0,29,2,1,0,93261,3333
200000,0,30,1,0,-1,17557,1252
200000,0,28,2,1,-1,135120,5253
100000,0,28,2,1,0,10998,1500
180000,0,28,1,0,0,2500,0
190000,0,28,2,1,0,153538,6370
50000,0,28,2,1,0,29722,1294
440000,0,31,1,1,-1,0,150
30000,0,30,1,0,2,1083,7383
180000,0,29,2,0,-1,0,0
150000,1,29,2,1,-2,0,0
390000,0,29,2,1,0,65835,15000
30000,0,31,1,0,0,21238,5006
10000,1,32,2,0,-1,9678,500
270000,0,32,2,0,0,86461,2771
20000,1,32,1,0,2,2400,0
50000,0,34,1,0,0,22989,814
60000,0,33,2,1,2,15225,1500
50000,1,34,1,0,2,34245,3000
20000,0,40,2,0,0,2941,4600
80000,1,35,1,0,2,74463,3043
50000,0,47,1,0,0,28711,2500
140000,1,40,1,1,2,33162,3000
400000,0,36,2,1,-1,1926,5038
50000,0,44,1,0,0,3007,0
80000,0,36,1,0,0,81351,1500
380000,1,30,1,0,0,137929,5528
230000,0,33,1,0,0,179564,8002
210000,0,31,2,1,0,24287,8080
100000,0,40,2,0,0,77868,3000
210000,0,44,1,0,0,80812,7000
140000,0,35,1,1,0,73360,2300
150000,0,47,1,0,-2,0,0
40000,0,48,1,0,0,39970,0
120000,1,26,2,0,-1,651,651
50000,0,26,2,0,0,31734,1203
360000,0,26,2,1,-1,9824,1491
80000,1,42,1,0,2,15200,6439
230000,0,46,2,1,-1,1149,999
50000,1,38,1,0,0,0,0
150000,0,48,3,0,0,0,0
20000,0,35,1,0,0,7833,1000
10000,1,44,1,0,4,8579,1000
140000,0,41,1,1,0,55318,1300
150000,0,41,1,0,-1,6923,760
290000,0,36,2,0,0,65455,2482
170000,0,36,1,0,-1,505,1560
420000,0,39,1,0,-2,23001,0
120000,0,33,2,0,-1,653,916
150000,0,40,1,0,-2,5024,6035
80000,0,45,1,1,0,52172,3795
100000,0,48,1,0,0,67146,3000
40000,1,41,2,0,0,0,0
130000,0,46,2,0,0,130707,5139
100000,0,41,2,0,0,67337,4000
300000,0,46,1,0,0,1700,0
150000,0,41,2,0,-1,466,316
50000,1,39,1,0,2,28984,1100
350000,0,37,1,1,-2,26366,74086
170000,0,45,2,0,-1,1638,1638
220000,1,31,2,0,2,167789,12000
210000,0,29,2,1,-1,10024,0
200000,0,30,2,1,0,100951,4000
180000,1,30,2,1,2,18429,0
50000,1,31,1,1,2,29690,1200
50000,0,35,2,0,2,3325,2167
180000,0,39,1,1,-1,933,993
500000,0,44,2,1,-2,3808,0
160000,0,45,2,0,-2,0,3099
120000,1,37,2,1,2,1188,888
60000,1,39,1,0,-1,0,0
220000,0,35,1,0,-1,35326,3088
210000,0,36,1,0,0,16069,276
480000,0,38,2,0,-2,273429,12735
140000,0,43,2,0,0,129345,5000
150000,0,38,1,0,0,72325,3000
110000,1,43,2,0,2,59095,2100
350000,0,41,1,1,0,36213,8000
150000,0,43,2,0,0,14381,1000
420000,1,39,1,1,0,275393,6965
80000,0,41,1,1,0,0,0
180000,0,44,1,1,0,143705,5177
290000,0,39,1,0,-2,390,6617
300000,0,37,1,1,-1,-8943,12000
80000,1,41,1,0,0,57109,1628
230000,0,39,1,0,-2,1931,3915
20000,0,43,1,0,2,18716,697
20000,1,39,2,0,-2,0,0
200000,0,40,1,1,-2,-50,2877
500000,0,35,2,1,-1,25733,4042
10000,0,49,1,0,0,9567,428
100000,0,42,1,0,0,54100,2000
250000,0,28,1,0,-2,4501,10351
540000,0,38,2,0,-2,0,2965
50000,0,39,1,0,0,19422,1000
550000,0,44,2,1,-1,22819,36158
200000,0,42,1,0,-1,1612,5808
50000,0,44,1,0,0,8820,9769
230000,0,36,1,0,2,220876,8100
330000,0,45,1,0,0,35468,2000
520000,0,37,1,1,-2,12000,0
180000,0,44,2,1,-2,0,10622
200000,0,36,1,0,0,177236,18000
430000,0,44,2,0,0,462640,15131
220000,0,46,1,1,2,196229,6900
210000,0,41,2,0,-2,0,0
360000,0,47,1,0,0,31489,37984
200000,0,48,1,0,-2,23348,55892
150000,0,36,1,1,0,42105,2000
170000,0,47,2,0,-1,380,1632
50000,0,49,1,0,2,19950,1000
20000,1,48,2,0,3,22192,0
300000,0,32,2,1,0,200935,2844
200000,0,40,1,1,-2,0,0
210000,0,34,1,1,0,76287,3000
100000,0,42,2,1,0,56639,2233
210000,0,43,1,0,-1,1000,7941
80000,0,32,1,0,0,69573,2800
130000,1,31,1,0,-1,89445,3332
320000,0,35,2,0,0,44698,59518
350000,0,45,1,0,0,341376,12900
260000,0,29,2,1,0,27923,2000
230000,0,46,2,0,0,85681,100014
210000,0,44,1,1,-1,0,0
160000,0,41,1,0,2,47063,2000
210000,0,30,1,1,0,81796,2000
120000,0,32,2,1,-2,9310,0
30000,1,32,1,1,0,30004,1000
70000,0,31,1,0,0,26263,982
270000,0,31,1,0,0,177102,6207
350000,0,30,2,1,-2,900,1218
50000,1,45,2,0,3,23626,0
110000,0,48,1,0,0,106628,3672
150000,0,44,1,0,0,51074,1764
280000,1,29,2,1,-2,0,0
300000,0,30,1,0,0,8292,4000
20000,1,32,1,0,0,19225,602
50000,0,31,1,0,0,16100,5203
200000,0,31,2,1,-2,0,0
50000,0,31,1,0,-2,414,0
150000,0,46,1,1,0,140658,5000
200000,0,32,2,0,-1,171,6
100000,0,32,1,0,-2,780,0
360000,1,33,2,1,0,58551,3042
50000,0,33,1,0,0,19438,372
220000,0,33,1,0,0,174122,6150
80000,1,33,2,1,2,78047,0
150000,0,33,1,1,0,1517,1525
210000,1,34,1,1,-1,326,326
70000,0,34,2,0,0,27099,2000
50000,0,48,1,0,0,31401,1500
80000,0,43,3,0,0,2429,9213
110000,0,34,2,0,-2,0,0
170000,0,34,2,1,-2,1084,1189
160000,0,46,1,0,-2,780,0
130000,0,49,1,0,0,28980,1080
200000,0,48,1,0,-2,47376,46626
360000,0,40,1,0,-1,10889,13894
160000,0,42,1,0,0,35698,2000
310000,0,42,1,0,-2,2109,1809
500000,0,40,1,1,-1,1649,4180
430000,1,36,2,1,0,245337,8543
300000,1,48,2,0,3,772,0
50000,0,46,2,1,-1,18396,5769
300000,0,38,1,0,-1,15937,6000
300000,1,39,2,0,-2,0,0
20000,1,39,1,0,0,11939,1500
400000,1,39,2,1,-2,0,0
310000,0,48,1,0,-2,0,0
370000,0,38,2,0,0,62201,60000
230000,0,36,1,0,-1,4167,5000
300000,0,40,1,0,0,5437,1000
250000,0,40,1,1,-1,11377,25841
320000,0,41,1,1,0,102284,3750
310000,0,45,1,0,0,199376,15000
500000,0,39,1,1,-2,902,0
80000,0,37,1,0,0,29857,1050
200000,0,45,2,0,0,68843,2149
160000,0,38,1,0,0,128133,4800
20000,0,47,2,0,0,0,0
20000,0,33,2,0,0,13336,0
30000,1,33,1,0,2,2400,0
500000,0,30,2,1,-2,842,7029
180000,0,30,2,1,-1,0,3859
180000,0,31,2,0,-2,2168,2638
450000,0,33,1,1,-2,0,0
180000,0,33,1,0,0,68167,2500
290000,0,46,1,0,-1,11566,1501
200000,0,37,1,0,0,1380,1386
200000,0,34,1,1,-2,0,0
400000,1,35,2,0,0,213831,8809
210000,0,32,2,0,-2,0,238
30000,1,42,2,0,2,30134,1127
340000,0,39,2,0,0,243586,9525
50000,0,41,1,0,0,29720,1200
220000,0,43,1,0,0,144729,10000
100000,1,37,1,1,-2,0,150
400000,0,40,1,0,-1,65691,32948
360000,0,43,2,0,-2,3920,52087
30000,0,47,2,0,-1,11611,0
10000,1,34,1,0,0,2530,56
330000,0,37,1,1,-2,442,297
110000,0,46,1,0,0,94294,5000
30000,1,44,1,0,0,24475,1100
110000,0,37,1,0,0,90129,3472
150000,0,42,2,0,0,6990,0
80000,1,32,2,0,2,47367,2000
160000,0,41,1,1,-1,40100,4180
30000,0,32,1,0,0,708,0
200000,0,33,2,1,-2,1810,3018
150000,0,33,1,1,-1,863,0
140000,0,34,1,0,-2,0,0
120000,0,37,1,1,0,2994,0
100000,0,48,1,0,-1,2265,780
50000,0,38,1,0,0,40453,1600
80000,0,42,1,0,-1,4248,3569
140000,0,41,2,0,0,29273,21604
270000,0,45,1,1,0,180142,7030
210000,0,36,1,0,-1,1000,14780
230000,0,48,1,0,-2,1301,823
30000,0,43,1,0,0,33890,1091
260000,1,44,1,0,0,131447,5498
20000,1,42,1,0,3,19978,800
160000,0,34,1,0,-2,390,91
50000,0,43,1,0,0,28119,2000
50000,0,41,1,0,0,16087,800
160000,1,38,1,1,-1,696,696
140000,0,44,1,0,-1,1031,0
230000,0,43,1,0,0,8729,5893
120000,0,34,1,0,-2,0,0
20000,1,49,1,0,0,13438,1000
90000,1,44,1,0,-1,390,390
130000,0,38,1,0,0,62389,2000
20000,0,31,2,0,-2,19422,0
230000,0,31,2,1,-2,0,176
430000,0,42,1,0,0,91200,3500
110000,0,40,1,0,0,9013,1000
210000,1,40,1,0,0,25876,6000
260000,0,49,2,0,-2,316,2596
280000,0,45,1,0,0,172344,11852
230000,0,36,2,0,-1,827,943
50000,0,46,2,0,0,15800,700
320000,0,36,2,0,-1,13386,396
110000,1,41,1,0,0,50935,806
180000,0,42,1,0,-1,17425,625
180000,0,41,2,0,0,115315,5000
10000,1,32,2,0,-1,0,0
30000,1,32,1,0,-2,0,0
70000,1,32,2,0,0,29439,870
20000,0,44,2,0,0,17231,506
50000,1,36,2,0,0,18499,2000
180000,0,38,1,0,-1,2234,0
220000,0,46,2,0,0,78992,5000
180000,0,29,2,1,-1,35292,23913
170000,0,29,2,1,0,127393,5123
100000,0,30,2,0,0,77082,2903
280000,0,30,2,0,-1,4069,8026
290000,0,31,2,1,-1,5258,9600
30000,1,31,1,0,3,25294,0
30000,0,31,2,0,0,26839,1000
80000,0,46,1,0,0,48243,1774
50000,0,42,1,0,0,12003,343
60000,0,34,1,0,2,9722,0
260000,0,34,1,0,0,160592,7000
60000,0,41,1,0,0,18431,1000
80000,0,29,1,0,2,78188,3000
360000,0,40,1,0,-2,0,0
180000,0,30,1,0,0,11903,1000
80000,1,31,2,0,0,20578,545
70000,0,44,1,0,0,27220,2000
360000,0,36,1,1,-1,8607,3000
300000,0,36,2,0,-2,6536,50000
100000,0,38,1,0,0,68173,2716
100000,0,29,2,1,0,55501,10000
120000,0,34,1,0,-1,0,0
200000,1,48,1,0,-1,4979,0
180000,0,37,1,1,-2,2000,1659
60000,0,27,2,0,-1,38168,1300
10000,0,29,1,0,0,8956,273
230000,0,35,1,0,-1,2433,742
50000,0,27,2,0,2,14416,1500
350000,0,28,2,0,-2,13074,18830
200000,1,28,1,0,-2,479,12
150000,0,28,2,0,-2,0,0
180000,1,29,1,0,2,108476,7700
30000,0,30,2,1,0,9545,10655
70000,1,30,2,0,0,66218,2660
460000,0,32,2,0,0,6965,5000
110000,0,42,1,0,-1,776,776
240000,0,31,2,1,0,20237,67826
210000,0,31,1,0,0,130619,4200
300000,0,32,2,0,-1,0,1188
170000,0,34,2,1,-1,14151,5000
420000,0,34,1,0,0,41065,48424
230000,0,34,2,0,0,28704,650
260000,0,33,2,1,-1,2250,0
50000,0,41,1,0,0,17304,1000
80000,0,43,2,0,0,51042,695
200000,0,45,1,1,-1,58932,0
80000,0,40,1,0,0,14612,1050
290000,0,36,1,0,0,10542,10135
20000,1,40,3,0,-1,5262,1612
50000,0,42,1,0,-1,5328,2932
450000,0,36,1,0,-1,3420,878
250000,0,38,1,0,-2,-918,2000
50000,0,40,1,0,0,0,0
280000,0,40,3,0,0,209987,7704
20000,0,41,1,0,0,14546,2000
310000,0,37,1,0,-2,-3484,0
250000,0,36,2,1,0,121477,5100
180000,1,36,1,0,2,128078,4410
500000,0,35,2,0,-2,80212,10678
30000,0,44,1,0,0,29739,1100
250000,0,36,2,0,0,52811,3000
170000,0,39,2,1,0,15135,7521
100000,0,39,1,0,-2,0,0
430000,0,42,1,0,-1,84049,29559
170000,0,43,2,0,0,139252,5030
210000,0,32,2,0,-1,30367,4431
280000,0,32,2,0,-2,29236,14394
160000,0,47,2,0,-2,396,396
210000,0,40,1,1,-2,781,2005
200000,0,40,1,1,-1,2619,8794
400000,0,30,2,1,-1,10390,3282
80000,0,35,2,0,-2,0,0
80000,1,35,1,0,2,34802,1400
30000,0,38,1,0,-1,3129,1015
20000,1,39,1,0,2,9447,1500
300000,0,37,1,1,-2,10304,0
460000,0,39,1,0,-1,12072,793
80000,0,42,2,0,0,31190,1200
80000,0,36,1,0,-1,836,390
100000,0,40,1,0,-1,2195,1328
100000,1,41,1,1,2,36916,3100
50000,0,36,1,0,0,27838,2034
80000,1,36,1,0,2,76959,2600
130000,0,37,2,0,0,90481,4000
50000,0,36,1,0,2,43578,0
210000,0,44,1,0,0,71172,2700
260000,0,39,2,0,0,141976,7000
50000,0,32,1,0,0,19048,2593
460000,0,33,2,0,0,5621,2009
150000,0,34,1,0,0,87216,3200
80000,0,31,1,0,0,61236,0
80000,0,42,1,0,0,0,0
180000,1,46,1,0,2,5244,3371
100000,0,35,1,0,-2,249,0
60000,1,40,1,0,0,5580,0
50000,0,34,2,0,0,29523,975
390000,0,42,1,1,0,29701,10090
210000,0,38,1,1,0,19972,6432
160000,0,39,2,0,0,122441,4400
50000,0,42,1,0,0,29300,0
50000,0,31,2,0,0,37029,1500
160000,0,37,1,0,0,102606,2938
220000,0,40,1,0,-2,14968,5302
80000,0,43,1,0,0,78712,3000
170000,0,31,1,0,0,0,3300
60000,0,33,1,0,2,57870,2400
200000,0,36,1,1,-2,164,4331
320000,0,41,2,1,-2,9700,29757
160000,0,47,1,1,-2,0,0
20000,0,45,1,0,0,1000,0
80000,1,27,2,1,-1,407,7336
210000,0,29,2,0,0,26802,1131
50000,1,27,2,1,0,5772,0
500000,0,28,2,1,0,587067,10121
120000,0,28,2,0,-2,0,0
20000,0,28,2,0,2,13205,325
250000,0,28,2,1,0,71472,10000
80000,0,34,1,0,-1,1451,0
240000,0,28,2,0,-2,0,0
150000,0,28,2,0,0,14227,1000
340000,0,29,2,0,-1,26083,8
80000,0,28,1,1,0,69190,5000
130000,0,29,2,0,0,1289,2080
100000,0,29,2,0,0,62005,2382
230000,0,29,2,1,0,9893,2000
160000,0,30,2,1,-2,0,0
220000,0,29,2,0,0,29569,1136
80000,1,29,2,1,0,17777,700
420000,0,29,1,0,0,59037,3000
130000,0,32,2,0,-2,7469,1978
80000,0,32,2,1,0,819,6740
210000,0,31,2,1,0,18574,10000
220000,0,31,2,1,0,106391,12097
170000,1,30,2,0,0,134140,4500
50000,0,30,2,1,2,46469,1700
80000,0,31,2,0,-2,150,791
300000,0,33,2,1,0,63374,1815
140000,0,33,1,0,-1,9452,1000
290000,0,33,2,0,0,213834,7889
80000,0,33,2,1,-2,3937,0
500000,0,33,1,1,-1,77736,2682
40000,1,44,1,0,2,35967,0
50000,0,45,1,0,0,8411,296
260000,0,34,1,0,-2,-810,3310
80000,0,45,1,0,0,1936,591
280000,0,35,1,1,-1,0,0
270000,0,37,1,1,-2,-75,200
80000,0,48,1,0,-1,1921,0
120000,0,34,1,0,0,77059,4000
300000,0,40,1,1,0,100323,30363
120000,0,37,2,0,2,23344,2000
80000,0,36,3,0,0,38320,5046
50000,0,42,1,0,0,13236,492
100000,0,47,1,0,0,33544,7300
180000,0,44,1,0,-2,11875,6007
160000,0,45,1,0,0,37637,0
350000,0,49,1,0,-2,8800,17660
50000,0,33,1,0,0,0,0
320000,0,37,2,0,-2,-2300,1000
170000,0,35,2,0,0,96114,5000
50000,0,37,1,0,0,30192,1181
360000,1,40,1,1,2,114690,4500
70000,1,36,2,0,0,28844,1297
20000,0,45,1,0,-1,6210,9113
100000,0,46,1,0,0,21876,0
180000,0,36,0,0,-1,326,326
160000,0,42,1,0,-2,112978,4500
230000,1,35,1,0,2,214,0
20000,1,38,1,0,-2,0,0
180000,0,39,1,0,2,108811,4100
180000,0,45,2,1,-2,0,0
20000,0,34,1,0,0,17883,3638
150000,0,49,1,0,-1,600,0
240000,1,40,1,1,-2,0,0
360000,0,37,1,0,-2,0,0
260000,0,35,1,0,-1,3634,1047
500000,0,34,1,0,-2,12482,32550
200000,0,41,1,0,-2,428,5500
230000,0,45,2,0,0,0,62130
200000,0,32,2,0,0,121047,4300
70000,0,37,1,0,0,32535,2
160000,0,36,1,0,-1,0,0
80000,0,33,2,0,0,0,56990
100000,0,30,1,0,0,57484,3000
20000,1,38,1,0,-1,0,0
110000,0,47,1,0,0,81039,2873
100000,1,35,2,0,-1,652,326
240000,0,39,1,0,0,216395,10000
170000,0,31,1,1,-2,0,1167
110000,1,31,2,1,2,98097,3900
50000,0,44,2,0,-1,105,573
390000,0,41,2,0,0,-1001,2000
40000,0,44,1,0,0,16396,611
160000,0,39,1,0,-2,0,0
20000,0,41,1,0,2,6635,3000
180000,0,36,2,0,-2,0,0
50000,1,41,1,0,2,15754,0
110000,0,37,1,0,0,24085,988
20000,1,39,2,0,0,20235,873
40000,0,36,1,0,0,22328,2000
50000,1,47,1,0,0,49277,1804
200000,0,30,2,1,-1,759,0
90000,0,31,1,0,0,0,40000
300000,0,34,2,1,-2,0,0
310000,0,36,1,0,0,297926,9600
330000,0,37,1,0,0,37694,2049
210000,0,30,2,0,-1,1430,1031
260000,0,34,2,0,-2,27500,0
290000,0,35,2,1,-2,19820,2630
20000,0,39,1,0,2,19600,1000
140000,0,31,1,0,0,94005,3600
150000,1,36,1,0,2,114268,4700
50000,0,46,3,0,-1,1200,3610
50000,0,37,1,0,-1,390,540
270000,0,28,1,0,-2,57765,7000
240000,0,28,1,0,0,71547,45200
150000,0,29,2,1,0,31422,6200
260000,0,40,2,0,0,92640,3500
470000,0,42,1,0,0,318251,8000
190000,0,47,1,1,0,192956,7200
160000,0,28,2,0,-1,3781,715
320000,0,31,2,1,-1,11388,19364
30000,1,30,2,0,0,27853,2500
150000,0,33,2,1,-2,27800,169465
200000,1,34,2,0,0,164682,7000
150000,0,34,2,0,0,14818,20711
50000,0,30,1,0,0,46709,1709
80000,0,24,2,0,0,8324,1000
50000,0,47,1,0,0,13862,664
80000,1,37,1,0,2,100261,3508
280000,0,34,2,0,0,-23,0
160000,0,38,1,1,0,133195,8000
80000,0,29,2,1,0,22160,1000
160000,0,30,2,0,0,87186,3500
90000,0,32,1,0,2,0,3500
360000,0,32,2,0,0,13485,0
80000,0,34,1,0,0,75251,3100
20000,1,36,1,0,-1,626,626
50000,0,48,1,0,0,7988,500
200000,1,40,1,1,2,87003,0
50000,1,44,1,0,2,16341,0
120000,1,31,1,0,2,28723,0
60000,1,31,1,0,2,31232,1053
120000,0,32,2,0,0,79589,3200
80000,0,32,1,1,-2,1900,0
140000,0,32,2,0,0,124155,6000
300000,0,33,1,1,-1,6814,1740
230000,0,30,1,0,-1,4219,6000
310000,0,30,2,0,-1,51757,3000
330000,0,31,2,1,0,6522,2000
210000,0,35,1,1,0,61327,3000
120000,0,35,1,0,0,119052,13245
170000,0,35,1,0,0,55890,4835
50000,0,39,2,0,0,17539,998
100000,1,44,1,0,2,14921,1300
140000,0,33,2,1,-1,9771,3675
210000,0,33,2,0,0,0,0
360000,0,34,2,1,0,96045,3400
50000,0,34,3,0,0,18043,1000
340000,0,34,2,0,-2,0,1980
260000,1,37,2,1,-1,1050,2174
500000,0,37,2,0,2,4523,72
60000,0,40,1,0,2,30134,1500
420000,0,38,1,0,-1,2093,2984
30000,0,41,1,0,2,25082,3016
370000,0,41,1,0,-2,0,0
450000,0,35,1,1,-2,0,11089
400000,1,39,1,1,-1,446,0
400000,1,46,2,1,-1,6611,0
640000,0,39,2,0,0,105197,13627
210000,0,38,1,0,-1,51800,2295
30000,0,35,2,0,0,27084,0
100000,0,36,1,1,-2,13920,15638
250000,0,41,1,1,2,2323,5480
190000,0,40,2,1,0,131120,5000
20000,0,43,1,0,0,17108,1332
180000,0,40,1,0,0,1645,811
200000,0,29,1,1,-1,1542,0
80000,0,29,2,1,-2,0,1800
120000,0,29,2,0,0,3095,2803
50000,0,29,2,0,0,31384,4000
260000,0,30,2,0,-2,5492,1790
180000,0,30,2,1,-1,926,2419
130000,1,30,1,0,-1,1650,1650
110000,0,30,1,0,2,70930,3100
50000,0,44,1,0,0,19535,1000
500000,0,46,1,1,0,61613,18000
360000,0,32,2,1,-2,0,0
80000,0,34,1,0,-1,3201,2371
10000,0,33,2,1,2,7814,0
320000,0,34,1,1,-2,9433,3090
30000,0,32,1,0,-1,22136,10035
80000,0,32,1,0,-2,0,0
160000,0,34,1,0,2,66893,4000
490000,0,34,2,1,0,7672,9004
220000,0,35,1,1,-2,0,0
450000,0,35,1,1,-1,390,390
370000,0,35,1,0,-1,32774,10000
80000,1,34,1,0,0,46132,2000
360000,1,47,1,1,2,0,0
60000,0,42,1,0,0,57550,2500
50000,0,45,1,1,-1,7976,7000
160000,0,49,1,0,-1,0,0
260000,0,41,1,0,0,127897,3909
220000,0,45,2,0,-1,5538,1204
60000,1,46,1,0,3,45918,5300
220000,0,38,1,1,2,182393,12000
290000,0,39,1,1,-1,264,264
130000,0,40,2,0,0,-32,1000
200000,0,41,1,0,-1,55229,2300
200000,0,37,0,0,-1,22800,0
110000,1,44,0,0,2,42090,1800
30000,1,45,1,0,-1,15131,0
30000,0,42,1,0,0,26410,1000
100000,0,41,1,0,-1,1900,1145
